filt,dist,age,feh,runs,age_bin,feh_meas,massdiff
WFIRST_X625,4,9.30,-1.80,7,9.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,7,9.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.40,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.55,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.60,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.65,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.70,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.75,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.80,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.85,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.90,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,8.95,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.00,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.05,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.10,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.15,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.20,-2.05,9.999999999998899e-05
WFIRST_X625,4,9.30,-1.80,8,9.25,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.30,-1.7919999999999998,0.8329
WFIRST_X625,4,9.30,-1.80,8,9.35,-1.756,0.11950000000000001
WFIRST_X625,4,9.30,-1.80,8,9.40,-1.75,0.0475
WFIRST_X625,4,9.30,-1.80,8,9.45,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.50,0.0,0.0
WFIRST_X625,4,9.30,-1.80,8,9.55,0.0,0.0
WFIRST_X625,4,9.30,-1.30,1,8.40,0.0,0.0
WFIRST_X625,4,9.30,-1.30,1,8.45,0.0,0.0
WFIRST_X625,4,9.30,-1.30,1,8.50,0.0,0.0
WFIRST_X625,4,9.30,-1.30,1,8.55,0.0,0.0
WFIRST_X625,4,9.30,-1.30,1,8.60,-0.65,0.0
WFIRST_X625,4,9.30,-1.30,1,8.65,0.0,0.0
