filt,dist,age,feh,age_bin,feh_meas_mean,feh_meas_std,feh_meas_median,massdiff_mean,massdiff_std,massdiff_median
WFIRST_X606,4,9.3,0.1,8.95,-0.034999999999999996,0.10500000000000001,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.3,0.1,9.05,0.0,0.0670820393249937,0.0,0.00012999999999999682,0.0003287856444554685,0.0
WFIRST_X606,4,9.3,0.1,9.1,0.045,0.0687386354243376,0.0,0.00013999999999999568,0.0002939387691339777,0.0
WFIRST_X606,4,9.3,0.1,9.15,-0.06999999999999999,0.22715633383201095,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.3,0.1,9.2,0.0116,0.04723388614120163,0.0,0.0009700000000000042,0.002910000000000013,0.0
WFIRST_X606,4,9.3,0.1,9.25,0.14689999999999998,0.006640030120413609,0.15,0.020340000000000025,0.0179448154072423,0.016800000000000037
WFIRST_X606,4,9.3,0.1,9.3,0.10230000000000002,0.0016763054614240232,0.102,0.87131,0.05550458449533696,0.8831
WFIRST_X606,4,9.3,0.1,9.35,0.057999999999999996,0.03642526595647587,0.0585,0.05825999999999999,0.03308033252553547,0.06764999999999999
WFIRST_X606,4,9.3,0.1,9.4,-0.14920000000000003,0.5539185499692171,0.0,0.0052000000000000015,0.01523686319424048,0.0
WFIRST_X606,4,9.3,0.1,9.45,-0.010100000000000001,0.03604566548144174,0.0,0.01781,0.01911917623748471,0.01235
WFIRST_X606,4,9.3,0.1,9.5,-0.075,0.19558169648512613,-0.025,0.01267,0.013877755582225823,0.0083
WFIRST_X606,4,9.3,0.1,9.55,-0.11609999999999998,0.267386779777909,0.018000000000000002,0.013160000000000015,0.012845092448090832,0.011500000000000012
WFIRST_X606,4,9.5,-2.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,8.7,-0.15699999999999997,0.31534267075674993,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.5,-2.2,8.75,0.0,0.0,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,8.8,-0.31,0.45705579528105755,0.0,2.99999999999967e-05,4.582575694955336e-05,0.0
WFIRST_X606,4,9.5,-2.2,8.85,0.005,0.015,0.0,0.0,0.0,0.0
WFIRST_X606,4,9.5,-2.2,8.9,-0.0877,0.2631,0.0,2.9999999999996697e-05,8.999999999999009e-05,0.0
WFIRST_X606,4,9.5,-2.2,8.95,-0.45499999999999996,0.709735866361564,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.5,-2.2,9.0,-0.29,0.5868560300448483,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
WFIRST_X606,4,9.5,-2.2,9.05,-0.505,0.7718322356574646,0.0,9.9999999999989e-06,2.9999999999996697e-05,0.0
