filt,dist,age,feh,age_bin,feh_meas_mean,feh_meas_std,feh_meas_median,massdiff_mean,massdiff_std,massdiff_median,feh_weighted,age_weighted
WFIRST_X606,4.0,9.9,-2.2,9.95,-0.8699999999999999,1.0658799181896619,0.0,0.01141,0.017927992079427076,0.0,-0.009926699999999998,0.11352949999999999
WFIRST_X606,4.0,9.9,-2.2,10.0,-0.665,1.016132373266397,0.0,0.00116,0.00270266535109325,0.0,-0.0007714,0.0116
WFIRST_X606,4.0,9.9,-1.8,9.8,-0.175,0.525,0.0,0.0,0.0,0.0,-0.0,0.0
WFIRST_X606,4.0,9.9,-1.8,9.85,-1.1080999999999999,0.9071990354933145,-1.7570000000000001,0.009719999999999984,0.011172179733606133,0.0035499999999999976,-0.01077073199999998,0.09574199999999984
WFIRST_X606,4.0,9.9,-1.8,9.9,-1.7987000000000002,0.0017916472867168802,-1.798,0.9730699999999999,0.016586684418532845,0.9788,-1.750261009,9.633393
WFIRST_X606,4.0,9.9,-1.8,9.95,-1.3921,0.6983916451390294,-1.725,0.01505,0.016449148914153583,0.0092,-0.020951104999999998,0.14974749999999998
WFIRST_X606,4.0,9.9,-1.8,10.0,-0.16499999999999998,0.49499999999999994,0.0,7e-05,0.00020999999999999998,0.0,-1.1549999999999998e-05,0.0006999999999999999
WFIRST_X606,4.0,9.9,-1.3,9.8,-0.655,0.665,-0.575,0.005289999999999994,0.012633166665567257,9.9999999999989e-05,-0.0034649499999999966,0.05184199999999995
WFIRST_X606,4.0,9.9,-1.3,9.85,-1.0443,0.5241894791008305,-1.2645,0.015169999999999984,0.015990437767615988,0.008550000000000002,-0.015842030999999982,0.14942449999999985
WFIRST_X606,4.0,9.9,-1.3,9.9,-1.2988,0.0022715633383201387,-1.2985000000000002,0.96738,0.0173760639961989,0.9665999999999999,-1.256433144,9.577062
WFIRST_X606,4.0,9.9,-1.3,9.95,-1.018,0.514556313730577,-1.25,0.009040000000000001,0.008578484714680092,0.00555,-0.009202720000000001,0.089948
WFIRST_X606,4.0,9.9,-1.3,10.0,-0.2234,0.44780357300941676,0.0,0.0006000000000000001,0.001580506248010428,0.0,-0.00013404,0.006
WFIRST_X606,4.0,9.9,-0.8,9.8,-0.24500000000000002,0.38564880396547324,0.0,0.0016299999999999982,0.0033645356291767798,0.0,-0.0003993499999999996,0.015973999999999985
WFIRST_X606,4.0,9.9,-0.8,9.85,-0.39530000000000004,0.3967855970168272,-0.375,0.014300000000000002,0.02024084978453226,0.005199999999999982,-0.005652790000000001,0.140855
WFIRST_X606,4.0,9.9,-0.8,9.9,-0.8018000000000001,0.0029597297173897335,-0.802,0.9350999999999999,0.03288236609491476,0.93495,-0.74976318,9.257489999999999
WFIRST_X606,4.0,9.9,-0.8,9.95,-0.7584000000000001,0.015180250327316744,-0.751,0.04561,0.01661718688587211,0.04965,-0.034590624,0.45381949999999993
WFIRST_X606,4.0,9.9,-0.8,10.0,-0.11949999999999998,0.2863079635637123,0.0,3.9999999999999996e-05,9.165151389911679e-05,0.0,-4.779999999999999e-06,0.00039999999999999996
WFIRST_X606,4.0,9.9,-0.5,9.8,-0.4777,0.6728563070968422,-0.175,0.0021700000000000053,0.005364335932806602,0.0,-0.0010366090000000026,0.021266000000000052
WFIRST_X606,4.0,9.9,-0.5,9.85,-0.34500000000000003,0.2296192500641007,-0.45,0.012230000000000008,0.03211965286238319,0.0,-0.004219350000000003,0.12046550000000007
WFIRST_X606,4.0,9.9,-0.5,9.9,-0.49940000000000007,0.0031048349392520077,-0.5,0.94397,0.029794497814193823,0.9470000000000001,-0.47141861800000007,9.345303
WFIRST_X606,4.0,9.9,-0.5,9.95,-0.5208,0.02915407347181524,-0.529,0.032220000000000006,0.01306650680174315,0.03095,-0.016780176000000004,0.320589
WFIRST_X606,4.0,9.9,-0.5,10.0,-0.4305,0.6478597456240047,0.0,0.0015400000000000001,0.00462,0.0,-0.00066297,0.0154
WFIRST_X606,4.0,9.9,-0.2,9.8,-0.13920000000000002,0.34247592616124134,0.0,0.0005900000000000015,0.0017700000000000049,0.0,-8.212800000000023e-05,0.005782000000000015
WFIRST_X606,4.0,9.9,-0.2,9.85,-0.22139999999999999,0.34141124761788383,-0.075,0.005149999999999988,0.008185138972552632,0.0,-0.0011402099999999972,0.05072749999999988
WFIRST_X606,4.0,9.9,-0.2,9.9,-0.19870000000000004,0.0034655446902326988,-0.1985,0.9372,0.03137189825305443,0.94645,-0.18622164000000005,9.27828
WFIRST_X606,4.0,9.9,-0.2,9.95,-0.215,0.15328665956305526,-0.1765,0.03216,0.03203489347570864,0.0257,-0.0069144,0.319992
WFIRST_X606,4.0,9.9,-0.2,10.0,-0.1782,0.15254428865087016,-0.25,0.00859,0.013077419470216591,0.00445,-0.001530738,0.0859
WFIRST_X606,4.0,9.9,0.0,9.8,0.04000000000000001,0.06244997998398398,0.025,0.013029999999999986,0.016700002994011694,0.00714999999999999,0.0005211999999999995,0.12769399999999986
WFIRST_X606,4.0,9.9,0.0,9.85,0.006299999999999998,0.05096282959177208,0.0,0.007940000000000001,0.02073452193806264,0.0,5.002199999999999e-05,0.078209
WFIRST_X606,4.0,9.9,0.0,9.9,0.0008999999999999998,0.003858756276314947,-0.0005,0.883,0.060657942596167885,0.89715,0.0007946999999999997,8.7417
WFIRST_X606,4.0,9.9,0.0,9.95,-0.0201,0.03352745143908197,-0.0265,0.05970000000000001,0.04189894986750861,0.059649999999999995,-0.0011999700000000003,0.5940150000000001
WFIRST_X606,4.0,9.9,0.0,10.0,-0.015,0.045,0.0,0.00189,0.0056700000000000006,0.0,-2.8349999999999998e-05,0.0189
WFIRST_X606,4.0,9.9,0.1,9.8,0.045,0.0687386354243376,0.0,0.006710000000000005,0.011538583101923749,0.0,0.0003019500000000002,0.06575800000000005
WFIRST_X606,4.0,9.9,0.1,9.85,0.08320000000000001,0.093915706886548,0.14100000000000001,0.037210000000000035,0.031079203657751606,0.031049999999999963,0.0030958720000000034,0.3665185000000003
WFIRST_X606,4.0,9.9,0.1,9.9,0.0998,0.00351567916624939,0.0995,0.9156000000000001,0.03088812069388491,0.91645,0.09137688000000001,9.064440000000001
WFIRST_X606,4.0,9.9,0.1,9.95,0.06220000000000001,0.05961677616241925,0.05,0.02657,0.03339640848953671,0.02005,0.0016526540000000004,0.2643715
WFIRST_X606,4.0,9.9,0.1,10.0,0.005,0.015000000000000001,0.0,0.00183,0.005489999999999999,0.0,9.15e-06,0.0183
WFIRST_X606,4.0,10.0,-2.2,9.9,-0.4269,0.8925875251200859,0.0,0.001330000000000009,0.002912061125732106,0.0,-0.0005677770000000038,0.013167000000000088
WFIRST_X606,4.0,10.0,-2.2,9.95,-1.0747,1.085795012882266,-1.025,0.010220000000000007,0.012269131998637895,0.001749999999999974,-0.010983434000000007,0.10168900000000006
WFIRST_X606,4.0,10.0,-2.2,10.0,-2.1994,0.003929376540877746,-2.1995,0.9486100000000001,0.034656267831375036,0.9641500000000001,-2.086372834,9.4861
WFIRST_X606,4.0,10.0,-2.2,10.05,-1.7696,0.8744345830306575,-2.223,0.025589999999999995,0.022506374652529006,0.02665,-0.04528406399999999,0.25717949999999995
WFIRST_X606,4.0,10.0,-2.2,10.1,-0.6753,0.9798167226578652,0.0,0.01048,0.016274876343616258,0.0,-0.007077144,0.105848
